mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	12
1	1	0	0.5	0	0	4/4	1	1	1/8		1/8	1		3	69	A4	4	0
1	1	1/2	0.25	1/8	1/8	4/4	2	1	1/16		1/16	1		3	57	A3	3	13
1	1	1/2	0.25	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69	A4	4	1
1	1	3/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	14
1	1	3/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	2
1	1	1	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		3	57	A3	3	18
1	1	1	2.0	1/4	1/4	4/4	2	1	1/2		1/2	1		3	57	A3	3	15
1	1	1	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	69	A4	4	3
1	1	1	2.0	1/4	1/4	4/4	1	2	1/2		1/2	1		3	69	A4	4	9
1	1	3/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		1	55	G3	3	19
1	1	3/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	4
1	1	2	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		1	55	G3	3	20
1	1	2	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		1	67	G4	4	5
1	1	5/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		4	52	E3	3	21
1	1	5/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	6
1	1	3	0.0	3/4	3/4	4/4	1	2	0	acciaccatura	1/8	1	1	1	67	G4	4	10
1	1	3	0.0	3/4	3/4	4/4	2	1	0	acciaccatura	1/8	1	1	1	55	G3	3	16
1	1	3	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	22
1	1	3	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1	-1	1	55	G3	3	17
1	1	3	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	7
1	1	3	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1	-1	1	67	G4	4	11
1	1	7/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	48	C3	3	23
1	1	7/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	60	C4	4	8
2	2	4	0.0	0	0	4/4	1	2	0	acciaccatura	1/8	1	1	4	64	E4	4	31
2	2	4	0.0	0	0	4/4	2	1	0	acciaccatura	1/8	1	1	4	52	E3	3	35
2	2	4	0.5	0	0	4/4	2	2	1/8		1/8	1		0	48	C3	3	40
2	2	4	1.0	0	0	4/4	2	1	1/4		1/4	1	-1	4	52	E3	3	36
2	2	4	0.5	0	0	4/4	1	1	1/8		1/8	1		0	60	C4	4	24
2	2	4	1.0	0	0	4/4	1	2	1/4		1/4	1	-1	4	64	E4	4	32
2	2	9/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		3	45	A2	2	41
2	2	9/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		3	57	A3	3	25
2	2	5	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	37
2	2	5	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		3	45	A2	2	42
2	2	5	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		-1	53	F3	3	33
2	2	5	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		3	57	A3	3	26
