mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/4	4/4	2	1		f#.i6{		f#	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
2	1	1/4	1/4	4/4	2	1		i		f#	i		i		i							m	1	1	0, -3, 1		0	0
2	1	1/2	1/2	4/4	2	1		V6		f#	i		V6		V		6					M	1	1	5, 2, 1		1	5
2	1	3/4	3/4	4/4	2	1		#viio43/iv		f#	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
3	2	0	0	4/4	2	1		iv6		f#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
3	2	1/2	1/2	4/4	2	1		V7/iv		f#	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
3	2	3/4	3/4	4/4	2	1		iv		f#	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	3	0	0	4/4	2	1		V(64)		f#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
4	3	1/4	1/4	4/4	2	1		V7		f#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	3	1/2	1/2	4/4	2	1		i|PAC}		f#	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
4	3	3/4	3/4	4/4	2	1		{		f#	i										{		1	1				
5	4	0	0	4/4	2	1		i6		f#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	4	1/4	1/4	4/4	2	1		i		f#	i		i		i							m	1	1	0, -3, 1		0	0
5	4	1/2	1/2	4/4	2	1		V6		f#	i		V6		V		6					M	1	1	5, 2, 1		1	5
5	4	3/4	3/4	4/4	2	1		V43/VI	Ger2/v	f#	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
6	5	0	0	4/4	2	1		V/v		f#	i		V/v		V				v			M	1	1	2, 6, 3		2	2
6	5	1/4	1/4	4/4	2	1		V7/v		f#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
6	5	3/4	3/4	4/4	2	1		Ger7/v		f#	i		Ger7/v	Ger	vii	o	7	b3	V/v			Ger	1	1	7, -3, 1, -2		7	7
7	6	0	0	4/4	2	1		V(64)/v		f#	i		V(64)/v		V			64	v			M	1	1	2, 1, -2		2	2
7	6	1/4	1/4	4/4	2	1		V7/v		f#	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
7	6	1/2	1/2	4/4	2	1		i/v|PAC}		f#	i		i/v		i				v	PAC	}	m	1	1	1, -2, 2		1	1
7	6	3/4	3/4	4/4	2	1		{		f#	i										{		1	1				
8	7	0	0	4/4	2	1		ii6/iv		f#	i		ii6/iv		ii		6		iv			m	1	1	-2, 2, 1		1	-2
8	7	1/4	1/4	4/4	2	1		V2/iv		f#	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
8	7	1/2	1/2	4/4	2	1		IV/iv		f#	i		IV/iv		IV				iv			M	1	1	-2, 2, -1		-2	-2
8	7	3/4	3/4	4/4	2	1		V2/iv		f#	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
9	8	0	0	4/4	2	1		i6/iv		f#	i		i6/iv		i		6		iv			m	1	1	-4, 0, -1		-1	-4
9	8	3/4	3/4	4/4	2	1		V43/III/iv		f#	i		V43/III/iv		V		43		III/iv			Mm7	1	1	-2, -5, -3, 1		-3	-2
10	9	0	0	4/4	2	1		III6/iv		f#	i		III6/iv		III		6		iv			M	1	1	0, -3, -4		-4	0
10	9	1/2	1/2	4/4	2	1		ii%43/iv		f#	i		ii%43/iv		ii	%	43		iv			%7	1	1	-5, -1, 1, -2		1	-5
10	9	3/4	3/4	4/4	2	1		V/iv		f#	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0
11	10	0	0	4/4	2	1		iv6		f#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
11	10	1/8	1/8	4/4	2	1		ii%65		f#	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
11	10	1/4	1/4	4/4	2	1		III+	V64(6)	f#	i		III+		III	+						+	1	1	-3, 1, 5		-3	-3
11	10	3/8	3/8	4/4	2	1		IV2		f#	i		IV2		IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
11	10	1/2	1/2	4/4	2	1		V64}		f#	i		V64		V		64				}	M	1	1	2, 1, 5		1	2
11	10	5/8	5/8	4/4	2	1		V|HC		f#	i		V		V					HC		M	1	1	1, 5, 2		1	1
11	10	3/4	3/4	4/4	2	1		i6{		f#	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
12	11	1/4	1/4	4/4	2	1		i		f#	i		i		i							m	1	1	0, -3, 1		0	0
12	11	1/2	1/2	4/4	2	1		V6		f#	i		V6		V		6					M	1	1	5, 2, 1		1	5
12	11	3/4	3/4	4/4	2	1		iio6/iv	#viio43/iv	f#	i		iio6/iv		ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
13	12	0	0	4/4	2	1		i6/iv		f#	i		i6/iv		i		6		iv			m	1	1	-4, 0, -1		-1	-4
13	12	1/2	1/2	4/4	2	1		V7/iv		f#	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
13	12	3/4	3/4	4/4	2	1		i/iv		f#	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
14	13	0	0	4/4	2	1		V(64)		f#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
14	13	1/4	1/4	4/4	2	1		V		f#	i		V		V							M	1	1	1, 5, 2		1	1
14	13	1/2	1/2	4/4	2	1		V2/iv		f#	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
14	13	5/8	5/8	4/4	2	1		IV		f#	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
14	13	3/4	3/4	4/4	2	1		V2/III		f#	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
